conversion_id,customer_id,campaign_id,conversion_date,conversion_stage
CONV006442,CUST008181,CAMP0091,05 Oct 2023,Customer
CONV006443,CUST002835,CAMP0017,23-05-2023,Lead
CONV006444,CUST003026,CAMP0066,01-05-2026,Opportunity
CONV006445,CUST003709,CAMP0163,2024-08-19,Lead
CONV006446,CUST001547,CAMP0207,2024-08-23,SQL
CONV006447,CUST003972,CAMP0177,2024-07-11,SQL
CONV006448,CUST004267,CAMP0118,26-08-2023,MQL
CONV006449,CUST004785,CAMP0013,11/24/2024,Opportunity
CONV006450,CUST001457,CAMP0160,05/20/2026,Opportunity
CONV006451,CUST004551,CAMP0124,08/19/2023,Customer
CONV006452,CUST000922,CAMP0085,2023-07-11,Lead
CONV006453,CUST001767,CAMP0219,07/24/2024,SQL
CONV006454,CUST003537,CAMP0031,2023-08-03,Opportunity
CONV006455,CUST001615,CAMP0112,2024-03-26,Lead
CONV006456,CUST001704,CAMP0061,30-04-2026,Lead
CONV006457,CUST000120,CAMP0021,2023-04-12,MQL
CONV006458,CUST000697,CAMP0202,,MQL
CONV006459,CUST000471,CAMP0214,,Customer
CONV006460,CUST000227,CAMP0156,2024-10-06,SQL
CONV006461,CUST005600,CAMP0184,2024-10-14,SQL
CONV006462,CUST008948,CAMP0198,12-02-2025,Lead
CONV006463,CUST005115,CAMP0203,25 Nov 2024,SQL
CONV006464,CUST005088,CAMP0057,30 Jul 2024,MQL
CONV006465,CUST003429,CAMP0197,13-07-2025,Lead
CONV006466,CUST007492,CAMP0111,2023-06-20,Opportunity
CONV006467,CUST004554,CAMP0097,2023-06-03,Customer
CONV006468,CUST006396,CAMP0149,11 Jun 2024,MQL
CONV006469,CUST002166,CAMP0051,2023-07-06,SQL
CONV006470,CUST002497,CAMP0020,2023-12-12,SQL
CONV006471,CUST001667,CAMP0179,01 Dec 2023,SQL
CONV006472,CUST002168,CAMP0099,12 Aug 2023,Opportunity
CONV006473,CUST003223,CAMP0073,07/02/2026,SQL
CONV006474,CUST001234,CAMP0086,2026-04-21,Lead
CONV006475,CUST008709,CAMP0194,01 Apr 2023,Lead
CONV006476,CUST009081,CAMP0170,15-09-2023,Lead
CONV006477,CUST004096,CAMP0155,2025-06-11,SQL
CONV006478,CUST005670,CAMP0009,2025-12-24,Opportunity
CONV006479,CUST007320,CAMP0176,07-08-2024,Customer
CONV006480,CUST006173,CAMP0185,01/23/2024,MQL
CONV006481,CUST007303,CAMP0167,05-09-2025,Customer
CONV006482,CUST008966,CAMP0067,2024-09-02,SQL
CONV006483,CUST007835,CAMP0122,11-09-2023,SQL
CONV006484,CUST001207,CAMP0054,2024-06-14,MQL
CONV006485,CUST007495,CAMP0053,2024-02-29,MQL
CONV006486,CUST004491,CAMP0106,11/11/2023,SQL
CONV006487,CUST001190,CAMP0123,04-07-2024,Opportunity
CONV006488,CUST001159,CAMP0127,04/05/2026,SQL
CONV006489,CUST001280,CAMP0089,2024-12-09,MQL
CONV006490,CUST002346,CAMP0063,31-12-2025,MQL
CONV006491,CUST005719,CAMP0200,,MQL
CONV006492,CUST002585,CAMP0207,2023-02-14,Lead
CONV006493,CUST005068,CAMP0044,2024-05-23,Opportunity
CONV006494,CUST002694,CAMP0032,10/18/2024,Lead
CONV006495,CUST000860,CAMP0036,2023-04-05,SQL
CONV006496,CUST008079,CAMP0118,2025-07-12,SQL
CONV006497,CUST006948,CAMP0165,2025-06-02,MQL
CONV006498,CUST003096,CAMP0015,2023-10-16,Opportunity
CONV006499,CUST007094,CAMP0062,,Customer
CONV006500,CUST007510,CAMP0001,2023-09-15,Lead
CONV006501,CUST001749,CAMP0061,29-03-2023,Customer
CONV006502,CUST001384,CAMP0176,2025-08-20,Lead
CONV006503,CUST007405,CAMP0055,2023-04-12,Customer
CONV006504,CUST009735,CAMP0127,10-09-2023,MQL
CONV006505,CUST007365,CAMP0125,2024-09-26,Customer
CONV006506,CUST007511,CAMP0194,2023-07-08,MQL
CONV006507,CUST003244,CAMP0046,2024-03-17,Opportunity
CONV006508,CUST006702,CAMP0084,2024-12-26,Opportunity
CONV006509,CUST008007,CAMP0019,2025-12-22,MQL
CONV006510,CUST003969,CAMP0128,2025-07-11,Opportunity
CONV006511,CUST005370,CAMP0068,16-09-2025,Lead
CONV006512,CUST002207,CAMP0013,2025-03-23,SQL
CONV006513,CUST007838,CAMP0001,2023-02-23,Customer
CONV006514,CUST005856,CAMP0206,2023-12-16,SQL
CONV006515,CUST009780,CAMP0128,06/30/2024,Opportunity
CONV006516,CUST009812,CAMP0058,2026-03-24,Opportunity
CONV006517,CUST004105,CAMP0020,08-06-2024,Customer
CONV006518,CUST006975,CAMP0018,2024-11-11,Lead
CONV006519,CUST004379,CAMP0093,09/27/2024,Opportunity
CONV006520,CUST000399,CAMP0124,2023-05-09,Customer
CONV006521,CUST007823,CAMP0204,2023-05-07,Customer
CONV006522,CUST004906,CAMP0127,03 Dec 2024,SQL
CONV006523,CUST005497,CAMP0186,01-10-2023,Lead
CONV006524,CUST009230,CAMP0115,01/17/2025,Customer
CONV006525,CUST004469,CAMP0198,2025-05-01,MQL
CONV006526,CUST009055,CAMP0203,2024-12-23,Lead
CONV006527,CUST003681,CAMP0146,2025-09-08,SQL
CONV006528,CUST004878,CAMP0038,2024-11-13,SQL
CONV006529,CUST009619,CAMP0139,06/24/2024,Lead
CONV006530,CUST006118,CAMP0056,2023-01-29,MQL
CONV006531,CUST005306,CAMP0059,02/06/2024,Lead
CONV006532,CUST005654,CAMP0051,2026-05-13,Customer
CONV006533,CUST002217,CAMP0161,,Lead
CONV006534,CUST001602,CAMP0058,2024-11-24,SQL
CONV006535,CUST001747,CAMP0096,06/29/2025,MQL
CONV006536,CUST000665,CAMP0156,2023-08-16,Lead
CONV006537,CUST000111,CAMP0119,2025-09-22,Opportunity
CONV006538,CUST003361,CAMP0209,2024-04-19,SQL
CONV006539,CUST008450,CAMP0101,2024-08-15,MQL
CONV006540,CUST005654,CAMP0082,2023-09-30,Lead
CONV006541,CUST000932,CAMP0100,2023-12-31,Lead
CONV006542,CUST004918,CAMP0024,2025-05-16,SQL
CONV006543,CUST006042,CAMP0134,11/27/2023,Lead
CONV006544,CUST001741,CAMP0070,2023-01-29,Customer
CONV006545,CUST002519,CAMP0178,16-06-2024,Customer
CONV006546,CUST002448,CAMP0074,2023-10-26,Lead
CONV006547,CUST002241,CAMP0038,19 Mar 2024,Opportunity
CONV006548,CUST003159,CAMP0133,2024-08-18,SQL
CONV006549,CUST008118,CAMP0211,2025-06-18,SQL
CONV006550,CUST001090,CAMP0090,2024-12-04,MQL
CONV006551,CUST001885,CAMP0150,10-09-2023,Opportunity
CONV006552,CUST002605,CAMP0103,28-06-2023,SQL
CONV006553,CUST007841,CAMP0129,2024-12-02,Lead
CONV006554,CUST006972,CAMP0010,2024-05-14,MQL
CONV006555,CUST000610,CAMP0140,2023-11-19,SQL
CONV006556,CUST000705,CAMP0046,2024-11-13,MQL
CONV006557,CUST005033,CAMP0054,2026-07-21,MQL
CONV006558,CUST008592,CAMP0118,2024-04-14,Opportunity
CONV006559,CUST003919,CAMP0187,2023-02-26,Lead
CONV006560,CUST009331,CAMP0107,05/17/2025,MQL
CONV006561,CUST009971,CAMP0206,27-09-2023,MQL
CONV006562,CUST006295,CAMP0084,05/06/2024,SQL
CONV006563,CUST008141,CAMP0025,18-04-2024,Customer
CONV006564,CUST008402,CAMP0035,2026-05-07,MQL
CONV006565,CUST002633,CAMP0118,2025-05-31,SQL
CONV006566,CUST001921,CAMP0127,2023-09-22,Lead
CONV006567,CUST003101,CAMP0139,2026-04-30,Lead
CONV006568,CUST006735,CAMP0100,27 Mar 2024,Customer
CONV006569,CUST007047,CAMP0058,2023-10-21,SQL
CONV006570,CUST009931,CAMP0035,2024-02-21,Opportunity
CONV006571,CUST009055,CAMP0176,18-02-2023,Opportunity
CONV006572,CUST009293,CAMP0026,31-01-2026,Customer
CONV006573,CUST006952,CAMP0152,24-06-2025,MQL
CONV006574,CUST002268,CAMP0092,2025-09-29,MQL
CONV006575,CUST003281,CAMP0025,16-11-2023,Customer
CONV006576,CUST006257,CAMP0038,04-08-2025,Customer
CONV006577,CUST004456,CAMP0218,2026-03-06,MQL
CONV006578,CUST001570,CAMP0113,2023-08-11,MQL
CONV006579,CUST006732,CAMP0114,2024-07-02,Opportunity
CONV006580,CUST002439,CAMP0077,2023-09-15,SQL
CONV006581,CUST007455,CAMP0153,01/16/2024,Customer
CONV006582,CUST008327,CAMP0035,2025-06-30,Lead
CONV006583,CUST001751,CAMP0176,17 Oct 2025,Lead
CONV006584,CUST001023,CAMP0143,2026-06-29,Customer
CONV006585,CUST008887,CAMP0126,17-11-2024,MQL
CONV006586,CUST002786,CAMP0080,2023-02-01,Opportunity
CONV006587,CUST008057,CAMP0213,2026-03-01,MQL
CONV006588,CUST000661,CAMP0077,24-09-2023,Lead
CONV006589,CUST006457,CAMP0087,2023-11-03,Lead
CONV006590,CUST005902,CAMP0201,02/28/2026,Customer
CONV006591,CUST004970,CAMP0177,2024-03-18,Lead
CONV006592,CUST007924,CAMP0015,26 Mar 2026,Customer
CONV006593,CUST007733,CAMP0201,02/14/2023,Lead
CONV006594,CUST000506,CAMP0196,14-12-2024,Customer
CONV006595,CUST008274,CAMP0055,2024-04-08,Lead
CONV006596,CUST004146,CAMP0090,2024-08-23,SQL
CONV006597,CUST005339,CAMP0112,2026-05-10,MQL
CONV006598,CUST005614,CAMP0001,23 Mar 2023,Customer
CONV006599,CUST000401,CAMP0145,08/19/2025,Opportunity
CONV006600,CUST009082,CAMP0126,10-07-2024,Customer
CONV006601,CUST003058,CAMP0109,20-01-2025,Lead
CONV006602,CUST001643,CAMP0117,2024-09-26,SQL
CONV006603,CUST005675,CAMP0194,2025-04-27,SQL
CONV006604,CUST005992,CAMP0026,2026-03-22,Lead
CONV006605,CUST000835,CAMP0002,2024-11-02,SQL
CONV006606,CUST008437,CAMP0167,2023-08-16,Opportunity
CONV006607,CUST009160,CAMP0216,2024-05-06,MQL
CONV006608,CUST009519,CAMP0133,09/10/2024,SQL
CONV006609,CUST009526,CAMP0034,2023-10-25,Opportunity
CONV006610,CUST009482,CAMP0193,20-04-2023,Opportunity
CONV006611,CUST007365,CAMP0126,2025-11-01,SQL
CONV006612,CUST000919,CAMP0204,10/06/2025,Lead
CONV006613,CUST001493,CAMP0111,2024-05-05,MQL
CONV006614,CUST004685,CAMP0173,2024-12-31,MQL
CONV006615,CUST006126,CAMP0033,2025-11-30,Lead
CONV006616,CUST003620,CAMP0013,02 Sep 2023,Lead
CONV006617,CUST001502,CAMP0042,2024-07-19,SQL
CONV006618,CUST004278,CAMP0177,2023-11-11,Lead
CONV006619,CUST002372,CAMP0140,2024-11-10,Opportunity
CONV006620,CUST000131,CAMP0065,2025-03-02,MQL
CONV006621,CUST001519,CAMP0012,2025-10-31,Lead
CONV006622,CUST001905,CAMP0145,09-01-2025,MQL
CONV006623,CUST008276,CAMP0055,2025-07-30,SQL
CONV006624,CUST006533,CAMP0125,10/27/2024,SQL
CONV006625,CUST004283,CAMP0077,15 Aug 2023,Customer
CONV006626,CUST004363,CAMP0170,24-02-2026,Customer
CONV006627,CUST005774,CAMP0042,2023-11-19,SQL
CONV006628,CUST005237,CAMP0135,05/04/2023,SQL
CONV006629,CUST005866,CAMP0059,10/26/2025,SQL
CONV006630,CUST003007,CAMP0064,2024-01-03,Lead
CONV006631,CUST004100,CAMP0084,2023-09-11,Customer
CONV006632,CUST001262,CAMP0039,2023-07-14,MQL
CONV006633,CUST002501,CAMP0205,2025-10-31,Customer
CONV006634,CUST002530,CAMP0080,21-03-2023,Customer
CONV006635,CUST004992,CAMP0104,12-02-2023,Lead
CONV006636,CUST002217,CAMP0067,18-08-2025,Customer
CONV006637,CUST003201,CAMP0101,17-04-2025,Lead
CONV006638,CUST007130,CAMP0155,2025-02-16,Lead
CONV006639,CUST006732,CAMP0030,11 Sep 2025,Lead
CONV006640,CUST001330,CAMP0104,2024-01-07,Opportunity
CONV006641,CUST005499,CAMP0117,21-03-2023,Customer
CONV006642,CUST003637,CAMP0015,04/19/2024,Customer
CONV006643,CUST009090,CAMP0136,,Customer
CONV006644,CUST000793,CAMP0068,27 Mar 2026,Customer
CONV006645,CUST002883,CAMP0157,2025-03-07,MQL
CONV006646,CUST009094,CAMP0066,2025-03-03,Customer
CONV006647,CUST001282,CAMP0202,24-12-2024,SQL
CONV006648,CUST005913,CAMP0010,2026-02-10,SQL
CONV006649,CUST007503,CAMP0117,2023-05-30,SQL
CONV006650,CUST009987,CAMP0196,2026-06-12,MQL
CONV006651,CUST006312,CAMP0095,2025-07-31,SQL
CONV006652,CUST000180,CAMP0034,2026-04-26,MQL
CONV006653,CUST004205,CAMP0215,2024-05-29,Opportunity
CONV006654,CUST000396,CAMP0189,28-08-2023,Opportunity
CONV006655,CUST007254,CAMP0008,10/25/2025,MQL
CONV006656,CUST004331,CAMP0181,20-06-2026,Opportunity
CONV006657,CUST006820,CAMP0126,2023-12-12,Lead
CONV006658,CUST004166,CAMP0020,03/28/2025,Lead
CONV006659,CUST001971,CAMP0033,31-07-2023,MQL
CONV006660,CUST000758,CAMP0111,2026-01-02,MQL
CONV006661,CUST006589,CAMP0220,2024-07-09,Opportunity
CONV006662,CUST004747,CAMP0171,11-02-2023,Lead
CONV006663,CUST001994,CAMP0159,07/24/2024,MQL
CONV006664,CUST002459,CAMP0024,20-06-2023,MQL
CONV006665,CUST006768,CAMP0028,03/13/2026,Lead
CONV006666,CUST006140,CAMP0141,04/07/2026,Opportunity
CONV006667,CUST008985,CAMP0169,05/03/2026,SQL
CONV006668,CUST000819,CAMP0019,09-02-2026,Customer
CONV006669,CUST002988,CAMP0184,2025-04-27,Customer
CONV006670,CUST002758,CAMP0081,2026-06-15,MQL
CONV006671,CUST000551,CAMP0057,03-01-2026,MQL
CONV006672,CUST008786,CAMP0003,2024-08-16,MQL
CONV006673,CUST000230,CAMP0002,2026-02-25,Customer
CONV006674,CUST002022,CAMP0045,2023-03-08,Opportunity
CONV006675,CUST005347,CAMP0035,2024-08-21,SQL
CONV006676,CUST007684,CAMP0129,2023-09-19,SQL
CONV006677,CUST008602,CAMP0191,2025-06-14,Opportunity
CONV006678,CUST000100,CAMP0155,2024-10-01,MQL
CONV006679,CUST003386,CAMP0028,10/04/2023,Lead
CONV006680,CUST009593,CAMP0076,10/22/2024,Lead
CONV006681,CUST008227,CAMP0051,09-02-2023,MQL
CONV006682,CUST009802,CAMP0156,2026-06-24,Lead
CONV006683,CUST000158,CAMP0106,22-11-2024,Opportunity
CONV006684,CUST004562,CAMP0072,14-12-2025,MQL
CONV006685,CUST007089,CAMP0126,03-04-2024,Opportunity
CONV006686,CUST004492,CAMP0082,08-04-2026,Opportunity
CONV006687,CUST001239,CAMP0092,19-06-2023,Customer
CONV006688,CUST008550,CAMP0118,2026-02-24,Customer
CONV006689,CUST009698,CAMP0067,28-09-2025,MQL
CONV006690,CUST002879,CAMP0013,10/29/2024,SQL
CONV006691,CUST000308,CAMP0028,2025-09-25,MQL
CONV006692,CUST900007,CAMP0031,2024-07-28,MQL
CONV006693,CUST009599,CAMP0017,2023-07-07,SQL
CONV006694,CUST005278,CAMP0024,2024-09-12,Lead
CONV006695,CUST005563,CAMP0101,08-01-2023,Opportunity
CONV006696,CUST005306,CAMP0009,2025-01-25,MQL
CONV006697,CUST006379,CAMP0036,02/06/2026,Customer
CONV006698,CUST003212,CAMP0208,2026-02-28,Customer
CONV006699,CUST004019,CAMP0184,02-12-2025,SQL
CONV006700,CUST001139,CAMP0123,2025-06-25,Lead
CONV006701,CUST007967,CAMP0017,03/07/2023,Lead
CONV006702,CUST009699,CAMP0212,08/22/2023,MQL
CONV006703,CUST000896,CAMP0129,25-07-2023,Customer
CONV006704,CUST008971,CAMP0107,19-09-2025,Lead
CONV006705,CUST007314,CAMP0090,04/14/2024,Customer
CONV006706,CUST004474,CAMP0119,10 Jan 2025,Customer
CONV006707,CUST005030,CAMP0111,2024-04-13,MQL
CONV006708,CUST007578,CAMP0140,2024-10-18,Opportunity
CONV006709,CUST000166,CAMP0119,2025-03-22,MQL
CONV006710,CUST005814,CAMP0128,01/22/2026,SQL
CONV006711,CUST004432,CAMP0056,2026-06-06,Lead
CONV006712,CUST002898,CAMP0166,04 Feb 2023,SQL
CONV006713,CUST001572,CAMP0144,21-04-2026,Lead
CONV006714,CUST007210,CAMP0188,2023-12-27,SQL
CONV006715,CUST000609,CAMP0104,14-12-2025,MQL
CONV006716,CUST004296,CAMP0056,2023-03-28,MQL
CONV006717,CUST008053,CAMP0003,2024-02-15,Lead
CONV006718,CUST002345,CAMP0165,2023-10-13,Opportunity
CONV006719,CUST008339,CAMP0024,08/17/2025,SQL
CONV006720,CUST008138,CAMP0195,2024-08-07,Opportunity
CONV006721,CUST006476,CAMP0046,2023-04-25,Opportunity
CONV006722,CUST003343,CAMP0200,2023-05-04,Opportunity
CONV006723,CUST007043,CAMP0188,2023-10-11,Customer
CONV006724,CUST005523,CAMP0077,07/11/2026,Opportunity
CONV006725,CUST006621,CAMP0166,26 May 2025,SQL
CONV006726,CUST002035,CAMP0094,05-04-2024,Opportunity
CONV006727,CUST008530,CAMP0015,24-07-2025,Lead
CONV006728,CUST003982,CAMP0097,07-06-2026,Lead
CONV006729,CUST001291,CAMP0062,,Customer
CONV006730,CUST000018,CAMP0004,07/30/2023,Lead
CONV006731,CUST003276,CAMP0049,10-12-2025,SQL
CONV006732,CUST009882,CAMP0141,06-10-2023,Opportunity
CONV006733,CUST001816,CAMP0006,19-08-2024,Lead
CONV006734,CUST007503,CAMP0155,2025-10-31,MQL
CONV006735,CUST003049,CAMP0219,2024-04-21,SQL
CONV006736,CUST003853,CAMP0006,2023-02-24,SQL
CONV006737,CUST001015,CAMP0073,2023-07-31,MQL
CONV006738,CUST003481,CAMP0055,08-06-2025,Customer
CONV006739,CUST008845,CAMP0103,2024-02-28,Opportunity
CONV006740,CUST000921,CAMP0194,26 Feb 2023,MQL
CONV006741,CUST009185,CAMP0036,07/05/2025,Lead
CONV006742,CUST002651,CAMP0072,2026-06-14,SQL
CONV006743,CUST001835,CAMP0169,11/06/2024,Customer
CONV006744,CUST005166,CAMP0131,2023-01-15,Lead
CONV006745,CUST004179,CAMP0057,07-10-2024,MQL
CONV006746,CUST009746,CAMP0195,2024-12-04,Opportunity
CONV006747,CUST006269,CAMP0115,01/09/2025,SQL
CONV006748,CUST003211,CAMP0164,14-07-2025,SQL
CONV006749,CUST005911,CAMP0133,08/19/2024,MQL
CONV006750,CUST002360,CAMP0021,2023-03-12,SQL
CONV006751,CUST003475,CAMP0134,02-12-2025,MQL
CONV006752,CUST001759,CAMP0178,2025-02-20,Customer
CONV006753,CUST002192,CAMP0066,2025-12-12,SQL
CONV006754,CUST006524,CAMP0153,2026-01-23,Lead
CONV006755,CUST005347,CAMP0215,2023-01-04,Lead
CONV006756,CUST007051,CAMP0064,07-06-2026,MQL
CONV006757,CUST005680,CAMP0110,2023-01-17,Lead
CONV006758,CUST001907,CAMP0080,2025-09-04,Lead
CONV006759,CUST003800,CAMP0097,2023-07-12,Customer
CONV006760,CUST008699,CAMP0153,07/23/2024,Lead
CONV006761,CUST000845,CAMP0043,2025-09-30,SQL
CONV006762,CUST007488,CAMP0191,2024-05-14,Customer
CONV006763,CUST001752,CAMP0053,21-07-2025,Lead
CONV006764,CUST008759,CAMP0207,07 Jun 2023,Opportunity
CONV006765,CUST009085,CAMP0119,2024-12-12,Lead
CONV006766,CUST007223,CAMP0118,28 Jan 2024,Lead
CONV006767,CUST005591,CAMP0089,08/27/2024,Customer
CONV006768,CUST007740,CAMP0084,2025-08-21,SQL
CONV006769,CUST000536,CAMP0169,,SQL
CONV006770,CUST001432,CAMP0004,2023-12-04,MQL
CONV006771,CUST008655,CAMP0020,2023-06-11,Lead
CONV006772,CUST001109,CAMP0021,14-08-2025,MQL
CONV006773,CUST900004,CAMP0160,2024-02-27,Lead
CONV006774,CUST002557,CAMP0038,2023-11-01,Lead
CONV006775,CUST003705,CAMP0071,07/09/2026,Lead
CONV006776,CUST003856,CAMP0114,2023-01-18,Lead
CONV006777,CUST007579,CAMP0182,2023-10-24,Customer
CONV006778,CUST000403,CAMP0021,2024-03-28,SQL
CONV006779,CUST009843,CAMP0079,2025-12-30,MQL
CONV006780,CUST004238,CAMP0093,2023-07-11,SQL
CONV006781,CUST003523,CAMP0058,03/24/2025,SQL
CONV006782,CUST005225,CAMP0107,21-12-2025,Opportunity
CONV006783,CUST000324,CAMP0142,2023-08-12,SQL
CONV006784,CUST005644,CAMP0204,2026-02-14,Opportunity
CONV006785,CUST006085,CAMP0218,2025-06-30,MQL
CONV006786,CUST006605,CAMP0098,2023-08-30,Lead
CONV006787,CUST008194,CAMP0197,11/27/2025,Opportunity
CONV006788,CUST000930,CAMP0061,21-06-2026,SQL
CONV006789,CUST007303,CAMP0037,2025-12-02,SQL
CONV006790,CUST001385,CAMP0085,2025-02-06,Opportunity
CONV006791,CUST009281,CAMP0206,01-03-2026,Lead
CONV006792,CUST003992,CAMP0056,2023-06-13,Lead
CONV006793,CUST004796,CAMP0010,2026-01-19,Customer
CONV006794,CUST005167,CAMP0081,2024-10-20,Lead
CONV006795,CUST004554,CAMP0202,2023-08-29,Lead
CONV006796,CUST009931,CAMP0053,07/19/2025,Customer
CONV006797,CUST008983,CAMP0047,2026-04-28,MQL
CONV006798,CUST006225,CAMP0003,2024-07-16,SQL
CONV006799,CUST002824,CAMP0203,25-08-2023,Lead
CONV006800,CUST006056,CAMP0058,10/30/2023,SQL
CONV006801,CUST007022,CAMP0219,2024-02-12,Lead
CONV006802,CUST004536,CAMP0215,2025-07-15,MQL
CONV006803,CUST009681,CAMP0074,11-04-2026,SQL
CONV006804,CUST003649,CAMP0033,02/10/2024,Lead
CONV006805,CUST000951,CAMP0006,2025-11-07,SQL
CONV006806,CUST005460,CAMP0171,2024-11-22,Lead
CONV006807,CUST001229,CAMP0195,2024-10-15,Customer
CONV006808,CUST001368,CAMP0171,2023-11-20,SQL
CONV006809,CUST004942,CAMP0128,12-08-2024,Opportunity
CONV006810,CUST003994,CAMP0045,17 Feb 2023,Customer
CONV006811,CUST004725,CAMP0031,08/20/2024,MQL
CONV006812,CUST000623,CAMP0168,2023-09-27,Customer
CONV006813,CUST002189,CAMP0206,09-07-2025,Lead
CONV006814,CUST009259,CAMP0171,27 Jun 2025,Lead
CONV006815,CUST002888,CAMP0137,2024-06-13,MQL
CONV006816,CUST005678,CAMP0064,02/08/2024,MQL
CONV006817,CUST004283,CAMP0102,01/08/2023,Customer
CONV006818,CUST008195,CAMP0168,09-06-2026,Opportunity
CONV006819,CUST000739,CAMP0055,2026-05-15,
CONV006820,CUST005860,CAMP0191,2026-05-14,Opportunity
CONV006821,CUST001929,CAMP0132,2025-04-10,SQL
CONV006822,CUST006072,CAMP0015,2023-12-20,Lead
CONV006823,CUST005865,CAMP0074,04-03-2024,MQL
CONV006824,CUST000840,CAMP0087,2025-01-08,Lead
CONV006825,CUST001222,CAMP0138,2023-03-02,Lead
CONV006826,CUST007568,CAMP0143,,SQL
CONV006827,CUST002574,CAMP0081,2025-08-28,MQL
CONV006828,CUST001778,CAMP0077,01/02/2025,MQL
CONV006829,CUST005357,CAMP0154,,MQL
CONV006830,CUST001240,CAMP0116,2024-12-14,Customer
CONV006831,CUST007743,CAMP0113,04/03/2026,MQL
CONV006832,CUST002135,CAMP0145,07/14/2025,Customer
CONV006833,CUST001721,CAMP0119,10/20/2023,SQL
CONV006834,CUST005108,CAMP0016,06-04-2025,Lead
CONV006835,CUST009767,CAMP0148,25-01-2024,Customer
CONV006836,CUST900010,CAMP0109,2024-01-10,SQL
CONV006837,CUST006463,CAMP0001,2025-04-01,Opportunity
CONV006838,CUST001809,CAMP0180,18-09-2023,Lead
CONV006839,CUST000451,CAMP0142,2023-02-04,SQL
CONV006840,CUST005843,CAMP0031,2026-07-10,SQL
CONV006841,CUST007805,CAMP0193,28-03-2026,MQL
CONV006842,CUST003596,CAMP0037,03/18/2026,Opportunity
CONV006843,CUST008902,CAMP0041,2023-04-29,Lead
CONV006844,CUST000262,CAMP0186,06-03-2024,MQL
CONV006845,CUST001759,CAMP0030,02/12/2026,Lead
CONV006846,CUST009514,CAMP0186,2023-07-14,MQL
CONV006847,CUST007364,CAMP0085,2025-05-09,Opportunity
CONV006848,CUST009056,CAMP0105,2025-08-20,Opportunity
CONV006849,CUST008166,CAMP0119,25-01-2024,MQL
CONV006850,CUST009938,CAMP0096,23-02-2026,Lead
CONV006851,CUST009029,CAMP0130,2025-08-04,SQL
CONV006852,CUST000307,CAMP0037,04/19/2023,Lead
CONV006853,CUST001339,CAMP0137,2025-12-20,Customer
CONV006854,CUST008425,CAMP0007,2023-10-03,Customer
CONV006855,CUST008206,CAMP0090,15-05-2026,SQL
CONV006856,CUST009184,CAMP0064,2024-07-19,Lead
CONV006857,CUST002828,CAMP0004,2024-08-18,MQL
CONV006858,CUST006126,CAMP0004,01/15/2025,MQL
CONV006859,CUST004307,CAMP0110,2025-03-26,Customer
CONV006860,CUST006597,CAMP0123,2026-02-09,Opportunity
CONV006861,CUST001235,CAMP0103,2023-10-14,SQL
CONV006862,CUST009924,CAMP0021,07/05/2023,Customer
CONV006863,CUST000559,CAMP0148,2024-01-08,SQL
CONV006864,CUST003624,CAMP0165,06/03/2026,MQL
CONV006865,CUST000909,CAMP0178,11/15/2023,Lead
CONV006866,CUST009359,CAMP0181,,SQL
CONV006867,CUST003895,CAMP0070,20 Apr 2026,Lead
CONV006868,CUST007145,CAMP0022,2023-01-03,SQL
CONV006869,CUST005101,CAMP0196,2024-09-21,MQL
CONV006870,CUST006299,CAMP0073,24-06-2024,Customer
CONV006871,CUST005269,CAMP0119,30 Jul 2024,Opportunity
CONV006872,CUST007201,CAMP0025,25-07-2023,MQL
CONV006873,CUST007517,CAMP0156,2025-08-19,Opportunity
CONV006874,CUST007429,CAMP0060,2023-01-17,Customer
CONV006875,CUST003130,CAMP0090,09 Sep 2024,Opportunity
CONV006876,CUST000148,CAMP0088,2024-12-03,MQL
CONV006877,CUST002499,CAMP0101,2025-04-28,MQL
CONV006878,CUST003375,CAMP0048,2025-07-20,Customer
CONV006879,CUST004030,CAMP0161,07/29/2023,Customer
CONV006880,CUST005238,CAMP0146,24-03-2026,Customer
CONV006881,CUST004019,CAMP0068,17 Nov 2024,Opportunity
CONV006882,CUST004532,CAMP0220,2024-05-05,MQL
CONV006883,CUST007040,CAMP0181,22-01-2025,Lead
CONV006884,CUST001664,CAMP0116,2024-02-09,SQL
CONV006885,CUST002352,CAMP0154,10-12-2024,Lead
CONV006886,CUST001966,CAMP0189,15-03-2025,Customer
CONV006887,CUST009546,CAMP0054,2026-06-01,SQL
CONV006888,CUST003065,CAMP0212,2023-05-13,Opportunity
CONV006889,CUST002687,CAMP0113,2023-11-24,MQL
CONV006890,CUST000121,CAMP0195,2023-01-04,Customer
CONV006891,CUST004352,CAMP0017,2026-04-01,SQL
CONV006892,CUST003673,CAMP0110,06 Oct 2025,Opportunity
CONV006893,CUST002805,CAMP0202,2023-01-20,MQL
CONV006894,CUST004284,CAMP0106,12/31/2024,MQL
CONV006895,CUST000776,CAMP0018,2024-08-17,Opportunity
CONV006896,CUST002513,CAMP0074,03/18/2023,MQL
CONV006897,CUST005865,CAMP0172,03/11/2023,Customer
CONV006898,CUST003621,CAMP0115,23 Aug 2024,Lead
CONV006899,CUST008601,CAMP0067,26-04-2024,Lead
CONV006900,CUST005876,CAMP0021,2025-09-21,Lead
CONV006901,CUST006386,CAMP0198,19-10-2025,SQL
CONV006902,CUST002056,CAMP0053,2024-10-13,Opportunity
